@id,@lon,@lat,name,barrier,addr:full,denomination,time,opening_hours,addr:postcode,No.benches,object_id,source,FIXME,Feuil1_Fie,building:material,operator:type,DataLevel,historic,ele,education:students,note:fr,capacity:teachers,operator,name:en,phone,addr:street,note,name:fr,amenity,toilets,fixme2,building,email,religion,Effectifs,capacity:classrooms,is_in,Facilities,School_Type,note:en,tourism,date,light,addr:city,school:FR,school:CM,source:ref,note:bilingue,addr:housenumber,place,education:teachers,lit,shop,No.Benches,website,fixme,Infomation,education:students_male,description,education:repetition_rate,education:benches,education:students_female,fee,wheelchair,official_name,school:cycle,capacity:pupils,code,type,information,facilities,short_name,fountain
1067289925,11.3797801,4.0298140,Ecole publique Group II d'Okola,,,,,,,,,,,,,,,,,393,,,,,,,,,school,,,,,,,,,Toilet,,,,,,,,,,,,,6,,,,,,,204,,,,189,,,,,,,,,,,
1067289960,11.3853378,4.0209832,Centre de formation d'Okola(MIZA MVOE),,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067289968,11.3773946,4.0299520,Centre de formation technique et professionel d'Okola VINICIO,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067289986,11.3976961,3.9906446,Groupe Scholaiere FUSEE-Nkolnyada,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067300982,13.3800742,9.4016249,Ecole Publque de Tinguelin,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067300983,13.6209017,9.3452489,Ecole Publique de wouro Kondom,,,,,,,,,,,,,,,,,133,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,89,,,,44,,,,,,,,,Non,,
1067300998,13.5060387,9.4600190,Ecole publique de Banaye,,,,,,,,,,,,,,,,,406,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,236,,,,170,,,,,,,,,None,,
1067301005,13.5789864,9.3301008,Ecole Publique de Bouli Mal Alim,,,,,,,,,,,,,,,,,486,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,285,,,,201,,,,,,,,,None,,
1067301018,13.5132979,9.5601929,Ecole Publique de Kefero,,,,,,,,,,,,,,,,,130,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,86,,,,44,,,,,,,,,Tap water,,
1067301025,13.4771596,9.4197413,Ecole Publque de Boulgou,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067301027,13.5068613,9.5820272,Ecole Publique de Poussane,,,,,,,,,,,,,,,,,71,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,39,,,,32,,,,,,,,,Non,,
1067301036,13.5743345,9.3495059,Ecole Publique de Bouli Mango,,,,,,,,,,,,,,,,,377,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,226,,,,151,,,,,,,,,,,
1067301042,13.5103781,9.4934533,Ecole Publique de Ram II,,,,,,,,,,,,,,,,,75,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,38,,,,37,,,,,,,,,None,,
1067301049,13.6173227,9.3611568,Ecole Publique de Ballare II,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,No data sheet filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067301063,13.5638547,9.5480739,Ecole publique de Tchollaram,,,,,,,,,,,,,,,,,199,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,120,,,,79,,,,,,,,,Toilet,,
1067301090,13.6206352,9.5852648,Ecole Publique de Pene,,,,,,,,,,,,,,,,,163,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,115,,,,48,,,,,,,,,None,,
1067301122,13.6204970,9.5808178,Ecole Koranic de Pene,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,No data sheet filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067301123,13.4457625,9.3880543,Ecole Publque de Sanayo,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067304079,13.5398725,9.4730725,Ecole Publique de Kirimbo,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,No data sheet filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067304093,13.5440188,9.3495443,Ecole Publique de Loumbou,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067304115,13.5472686,9.4827413,Ecole Publique de Ouro Bocki,,,,,,,,,,,,,,,,,418,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,243,,,,175,,,,,,,,,,,
1067304122,13.6596875,9.3904846,CES de Badjouma Centre,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,,,,,,,,,,,,,,,
1067304135,13.5391271,9.3727470,Ecole Publique de Nguebake,,,,,,,,,,,,,,,,,512,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,285,,,,237,,,,,,,,,Toilet,,
1067304153,13.5786334,9.4332277,Ecole Publique de Djimetta Dollar,,,,,,,,,,,,,,,,,863,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,519,,,,344,,,,,,,,,Toilet,,
1067304177,13.5583630,9.4272747,Ecole Publique de Sekande,,,,,,,,,,,,,,,,,533,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,287,,,,246,,,,,,,,,,,
1067304191,13.5652737,9.4599550,Ecole Publique de Korkoe,,,,,,,,,,,,,,,,,105,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,64,,,,41,,,,,,,,,,,
1067304198,13.5957415,9.3995832,Ecole Publique de Guidjarou,,,,,,,,,,,,,,,,,161,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,91,,,,70,,,,,,,,,,,
1067306170,13.6523342,9.2042528,Ecole Publique de Douloumie,,,,,,,,,,,,,,,,,510,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,7,,,158,,,,317,,,,193,,,,,,,,,,,
1067306176,13.5100527,9.3918480,Ecole Premiere Catholic,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067306179,13.5053771,9.3899260,Ecole Pilote group I,,,,,,,,,,,,,,,,,831,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,422,,,,409,,,,,,,,,Toilet,,
1067306204,13.5100115,9.4030050,Ecole Publique de Dolere I,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067306211,13.5072349,9.3861318,EcolePublique de Bounguel I,,,,,,,,,,,,,,,,,940,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,478,,,,462,,,,,,,,,,,
1067306213,13.5101959,9.3918660,Ecole de Seur,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067306243,13.5057829,9.3904697,Eniege de Pitoa,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067306246,13.5221644,9.3916026,Ecole Publique de Tokombere,,,,,,,,,,,,,,,,,450,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,221,,,,229,,,,,,,,,,,
1067306272,13.5073762,9.3858991,Ecole Publique de Bounguel II,,,,,,,,,,,,,,,,,1076,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,553,,,,523,,,,,,,,,,,
1067306292,13.5231500,9.4050038,CES de Pitoa,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067306326,13.5185159,9.4073244,CETIC de Pitoa,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067306362,13.5060109,9.3891571,Ecole Pilote group II,,,,,,,,,,,,,,,,,760,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,413,,,,347,,,,,,,,,Tap,,
1067306365,13.5045417,9.4020492,Ecole Publique de Gadamayo,,,,,,,,,,,,,,,,,145,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,68,,,,77,,,,,,,,,,,
1067306411,13.5067222,9.3950225,CEPRIMI de Pitoa Centre,,,,,,,,,,Key values shouldn't contain spaces. See also for standardized student keys.,,,,,,,83,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,76,,,,07,,,,,,,,,,,
1068916082,10.4321639,5.9787811,Ecole Bilingue Mandela de Ndop,,,,,,,,,,,,,,,,,75,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,49,,About 2%,22,26,,,,,,,,,Ligtht/Pit Toilet,,
1068916100,10.3986527,5.9640107,Government School Ntenkoh,,,,,,,,,,,,,,,,,,,,,,,,No data sheet available,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068916164,10.4332508,5.9850643,Government School Mumuh Bamunka,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,No data sheet filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068916185,10.4377026,5.9901562,Presbytarian School,,,,,,,,,,,,,,,,,156,,,,,,,,,school,,,,,,,,,,,No data sheet filled,,,,,,,,,,,6,,,,,,,89,,,83,67,,,,,,,,,,,
1068916200,10.4255514,5.9798536,Mary Immaculate Catholic School,,,,,,,,,,,,,,,,,282,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,128,,Class 1:6%;Class 2:3.7%;Class 3:2.6%;Class 4:25%;Class 5:23%;Class 6:6.9%,95,154,,,,,,,,,Water Pit toilstand standing Tap,,
1068916203,10.4396313,5.9843912,St.Luke's Bil.Primary and Nursery School Ndop,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,No data sheet filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068916257,10.4275597,5.9827339,Firm Foundation Bilingual Nursery and Primary School,,,,,,,,,,,,,,,,,16,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,7,,,9,9,,,,,,,,,,,
1068916277,10.4283984,5.9793096,Ndop Technical and Commercial College,,,,,,,,,,,,,,,,,104,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,45,,,62,59,,,,,,,,,Ligtht/Pit Toilet,,
1068916288,10.4379309,5.9813285,Ecole Publique Francophone,,,,,,,,,,,,,,,,,248,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,131,,Class 1:11%,70,117,,,,,,,,,Tap water,,
1068916291,10.4456713,5.9866572,St.Peter and Paul Catholic School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,No data sheet filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069053710,10.4596733,5.9778356,Gov't Primary School Group I,,,,,,,,,,,,,,,,,348,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,169,,,146,179,,,,,,,,,,,
1069053737,10.4591540,5.9786416,Gov't Primary School Group II,,,,,,,,,,,,,,,,,257,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,123,,,121,133,,,,,,,,,,,
1069053744,10.4430560,5.9955881,World Wide Mission Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,168,,No data,92,142,,,,,,,,,Ligtht Pit Toilet and Tap,,
1069053746,10.4589688,5.9785450,Gov't Primary Nursery School Mbarka,,,,,,,,,,,,,,,,,40,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,20,,,28,20,,,,,,,,,,,
1069053786,10.4461380,6.0003177,Goverment Nusery School Mbonkake,,,,,,,,,,,,,,,,,135,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,54,,,13,81,,,,,,,,,Water Pit toilstand standing Tap,,
1069081715,10.4958055,6.0149736,Government School Ntangoh,,,,,,,,,,,,,,,,,302,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,165,,,40,137,,,,,,,,,,,
1069081720,10.4595885,5.9778617,Government School Banka,,,,,,,,,,,,,,,,,348,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,171,,,118,177,,,,,,,,,,,
1069081722,10.4547537,6.0023944,Government School Teloh,,,,,,,,,,,,,,,,,410,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,202,,Class 1-3.6%;Class 2-3%;Class 3-3%;Class 4-9%;Class 5-5%;Class 6-3%,98,208,,,,,,,,,Pit Toilet,,
1069081728,10.4640689,5.9909375,Government School Burka,,,,,,,,,,,,,,,,,,,,,,,,No data sheet available,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069081730,10.4964615,6.0044210,Government Secondary school Bamunka(Ngwalla),,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,No data sheet filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069081739,10.4975327,5.9912041,Government School Ngwalla,,,,,,,,,,,,,,,,,480,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,241,,,147,235,,,,,,,,,,,
1069081748,10.4843556,6.0169381,Catholic Community School Memboh,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,15,,,,25,,,,,,,,,,,
1069081754,10.4960643,5.9682003,Government School Mesoh,,,,,,,,,,,,,,,,,301,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,149,,,151,152,,,,,,,,,None,,
1069146933,10.4387560,5.9936938,Wisdom Bilingual Nursery and Primary School,,,,,,,,,,,,,,,,,156,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,65,,,78,91,,,,,,,,,Ligtht Pit Toilet and Tap,,
1069146977,10.4343994,5.9901710,Government Practicing school group II,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069146984,10.4344927,5.9911640,Government Practicing school group I,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069146986,10.4414561,6.0003733,CBC primary School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,No data sheet filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069147020,10.4245253,5.9867663,Standard Academic Bil.Nursery and Primary school Mile 25,,,,,,,,,,,,,,,,,51,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,25,,,50,26,,,,,,,,,,,
1069147046,10.4335264,5.9893113,Islamic Primary School Bamunka,,,,,,,,,,,,,,,,,132,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,43,,Class 2-8% Class 4-23%,50,34,,,,,,,,,Pit Toilet,,
1069885971,10.3765264,5.9843290,Ste.Theresia Catholic School,,,,,,,,,,,,,,,,,,,,,,,,No cata sheet available,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069886013,10.3752821,5.9910434,Government Primary School Housa Quaters,,,,,,,,,,,,,,,,,138,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,78,,Infomation not available,35,60,,,,,,,,,Pit toilet and standing tap,,
1069886069,10.3642886,6.0013576,Gov't school Bukow and Mbebah,,,,,,,,,,,,,,,,,360,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,196,,Class 1-6% Class2-5% Class 3-5% Class 4-3% Class 5-3% Class 6-0%,90,164,,,,,,,,,,,
1069886342,10.4001156,6.0098540,Prysbytarian Pimary school Murfor 2,,,,,,,,,,,,,,,,,23,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,15,,No Information,6,8,,,,,,,,,Standing Tap &Pit Toilet,,
1069886360,10.3947364,5.9799372,Prysbytarian Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,155,,Class 1-10% Class2-8% Class 3-8% Class 6-15%,100,135,,,,,,,,,Water,,
1069886510,10.4106766,5.9980962,Community Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078375955,10.4378739,5.9425880,Islamic Primary School,,,,,,,,,,,,,,,,,293,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,137,,,94,156,,,,,,,,,,,
1078375966,10.4289299,5.9462694,G.S Mbepou,,,,,,,,,,,,,,,,,503,,,,,,,,,school,,,,,,,,,Standing Tap,,,,,,,,,,,,,7,,,,,,,252,,,225,251,,,,,,,,,,,
1078375969,10.4075646,5.9486024,Government School Tuluh,,,,,,,,,,,,,,,,,251,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,135,,,60,114,,,,,,,,,,,
1078375975,10.4386882,5.9345993,G.S Njianguat,,,,,,,,,,,,,,,,,563,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,289,,,166,274,,,,,,,,,,,
1078375979,10.4208139,5.9429509,GHS Bamali Ndop,,,,,,,,,,,,,,,,,572,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,299,,,,273,,,,,,,,,,,
1078375983,10.4256981,5.9365543,Community School Tulua,,,,,,,,,,,,,,,,,,,,,,,,No data sheet available,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078434866,10.3993551,5.9744742,General Technical and Secondary School Bamali,,,,,,,,,,,,,,,,,,,,,,,,No data sheet available,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078434867,10.4337716,5.9510882,CBC school Bamali,,,,,,,,,,,,,,,,,133,,,,,,,,,school,,,,,,,,,Manual Well,,,,,,,,,,,,,4,,,,,,,64,,,33,69,,,,,,,,,,,
1078434876,10.4096458,5.9637680,Government School Bamali,,,,,,,,,,,,,,,,,465,,,,,,,,,school,,,,,,,,,Pit Toilet,,,,,,,,,,,,,8,,,,,,,236,,Class 1-0% Class 2-3% Class 3-2.4% Class 4-1.5% Class 5-9.0% Class 6-0%,138,229,,,,,,,,,,,
1078434887,10.4567931,5.9404707,Government Primary School Mbongasalla,,,,,,,,,,,,,,,,,282,,,,,,,,,school,,,,,,,,,Hand pumped well & Pit Toilet,,,,,,,,,,,,,6,,,,,,,121,,Class 1-3% Class 2-7% Class 3-5% Class 4-2% Class 5-14% Class 6-20%,74,161,,,,,,,,,,,
1078434897,10.3998580,5.9733342,Catholic School Bamali,,,,,,,,,,,,,,,,,163,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,69,,Class 1-20% Class 2-4% Class 3-8% Class 4-0% Class 4-30% Class 7-17%,65,94,,,,,,,,,Standing Tap & Pit Toilet,,
1375481574,11.5068171,4.0260680,Ecole Esesang,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749635575,10.1542962,5.9575284,Islamic Nursery and Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749831844,10.1471373,5.9672959,Nursery Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749831849,10.1470032,5.9674720,CBC School Musang,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850065050,14.9307493,4.0452283,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163440840,9.3046828,4.1694443,Ecole Publique Bilingue de Muea,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163440845,9.2997393,4.1429062,Government Secondary School BOLIFAMBA,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178392664,13.3749782,9.3213032,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228881300,11.0266782,3.5451037,College sacré coeur,,,,,,,,,bing,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248417171,10.2800210,5.3535115,Ecole Saint Maurice,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262699348,10.3291397,5.3992432,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271606306,10.1575923,5.2661789,Ecole du Centre (DEMKOU),,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275945923,10.5335870,5.1402090,Lyceé,,,,,,,,,,,,,,,,1318,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286113631,11.5310557,3.9515936,Groupe Scolaire Bilingue Iles des Anges,,,,,,,,,geocameroun,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSB,
2287145526,11.4779869,3.7838792,École Publique ETOA,,,,,,,,,geocameroun,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330456882,10.2598655,5.3414707,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330456915,10.2704805,5.3465843,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331523559,10.3341806,5.4002684,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331637007,10.3460393,5.3561588,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331637017,10.3350336,5.3586091,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331637042,10.2588206,5.3816124,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331637301,10.2509198,5.4021518,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331699358,10.3666106,5.3314400,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331699359,10.3694647,5.3324721,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331699532,10.3573674,5.3447723,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331699636,10.3938747,5.3709169,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331699637,10.4059741,5.3772150,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331699638,10.3800197,5.3791796,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331699639,10.4040057,5.3807701,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331699757,10.3865424,5.4016473,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331841372,10.2724211,5.3800765,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331841949,10.3133018,5.4302097,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331865336,10.3687759,5.3710591,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340296275,10.4076568,5.3522385,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354599905,13.3808774,9.3113037,Institut Africain d'Informatique,,,,,,,,,MEADEN,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354980801,10.2689108,5.1866250,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360569701,10.4170915,5.3215648,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131003,9.2285805,4.0558189,Catholic Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,élémentaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131007,9.2047197,4.0349977,Collège de l'Excellence,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131015,9.2084723,4.0206944,Government Nursery School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,maternelle,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131016,9.2223619,4.0590558,Government Primary Nursery shool,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,primaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
